time,Integrated_grad_energy,SideFluxIntegral,average_composition,c_time_derivative,chemical_potential_integral,chemical_potential_time_derivative,mobility_integral,order_parameter,right,top,total_free_energy
0,0,0,0,0,0,0,0,0,0,0,0
0.18599578125,0,0,-0.0088236273900947,-2.0447532556038e-15,-52.941764340557,-0.0099607285336319,808.5907033783,-52.941764340557,-0.22938649822833,151.37311940343,862.70498346328
0.19543478169785,0,0,-0.0088236293626634,1.3772519004883e-15,-52.94177617597,0.010944877645954,804.58014588764,-52.94177617597,-0.22861124720205,151.46928159298,862.30913323134
0.19637897752441,0,0,-0.0095291724207353,-5.8258268579704e-14,-57.175034524381,-17.604016154904,772.47247088367,-57.175034524381,-0.27195994197069,151.47955952432,876.404668882
0.19652122643667,0,0,-0.009702932843084,5.9145577324668e-14,-58.217597058506,100.27986713137,1177.5313267547,-58.217597058506,-0.2580582757967,151.48190849411,1014.6996231646
0.19653596230824,0,0,-0.0099003935624539,7.0955744983315e-13,-59.402361374725,8072.327392861,1178.0375183537,-59.402361374725,-0.25805906378039,151.48106581034,1272.5499149508
0.19653680991907,0,0,-0.0099003935582232,8.5909656869865e-11,-59.402361349341,1527673.58815,1178.0726696003,-59.402361349341,-0.25805907175958,151.4810096039,5625.0231828228
0.19653685715071,0,0,-0.0099003935582222,-2.5238841772078e-10,-59.402361349335,56292712.081909,1177.9532636556,-59.402361349335,-0.25805907216041,151.48100674124,39467.738598224
0.19653686244207,0,0,-0.0099003935582221,-6.8371494611102e-09,-59.402361349335,5142622453.1402,1178.0367434329,-59.402361349335,-0.25805907220375,151.48100643818,513205.97690163
0.19653686284878,0,0,-0.0099003935582225,9.059906005859e-09,-59.402361349337,397892608635.28,1177.8806618487,-59.402361349337,-0.25805907220709,151.48100642708,6447851.5388157
0.19653686287793,0,0,-0.0099003935582223,2.057393391927e-06,-59.402361349336,24581794606769,1177.6777131249,-59.402361349336,-0.25805907220734,151.48100644721,67113193.391611
0.19653686288084,0,0,-0.0099003935582223,-5.3710937499998e-06,-59.402361349336,1.541591016236e+15,1176.9271121642,-59.402361349336,-0.25805907220736,151.48100648682,704448823.60015

